
name,country,zone,fuel,tech,commissioned,capacity_mw,eta,scale,scaled_capacity_mw,fuel_std,tech_std
CRUAS 2,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
CRUAS 3,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
CRUAS 4,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
DAMPIERRE 1,FR,FR,,,,890.0,,,890.0,nuclear,steam_turbine
DAMPIERRE 2,FR,FR,,,,890.0,,,890.0,nuclear,steam_turbine
DAMPIERRE 3,FR,FR,,,,890.0,,,890.0,nuclear,steam_turbine
DAMPIERRE 4,FR,FR,,,,890.0,,,890.0,nuclear,steam_turbine
FESSENHEIM 1,FR,FR,,,,880.0,,,880.0,nuclear,steam_turbine
FESSENHEIM 2,FR,FR,,,,880.0,,,880.0,nuclear,steam_turbine
FLAMANVILLE 1,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
FLAMANVILLE 2,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
GOLFECH 1,FR,FR,,,,1310.0,,,1310.0,nuclear,steam_turbine
GOLFECH 2,FR,FR,,,,1310.0,,,1310.0,nuclear,steam_turbine
GRAVELINES 1,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
GRAVELINES 2,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
GRAVELINES 3,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
GRAVELINES 4,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
GRAVELINES 5,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
GRAVELINES 6,FR,FR,,,,910.0,,,910.0,nuclear,steam_turbine
NOGENT 1,FR,FR,,,,1310.0,,,1310.0,nuclear,steam_turbine
NOGENT 2,FR,FR,,,,1310.0,,,1310.0,nuclear,steam_turbine
PALUEL 1,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
PALUEL 2,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
PALUEL 3,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
PALUEL 4,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
PENLY 1,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
PENLY 2,FR,FR,,,,1330.0,,,1330.0,nuclear,steam_turbine
ST ALBAN 1,FR,FR,,,,1335.0,,,1335.0,nuclear,steam_turbine
ST ALBAN 2,FR,FR,,,,1335.0,,,1335.0,nuclear,steam_turbine
ST LAURENT 1,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
ST LAURENT 2,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
TRICASTIN 1,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
TRICASTIN 2,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
TRICASTIN 3,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
TRICASTIN 4,FR,FR,,,,915.0,,,915.0,nuclear,steam_turbine
CYCOFOS TV2,FR,FR,,,2009.0,62.0,,,62.0,unknown,unknown
Bełchatów B02,PL,PL,lignite,Lignite,,370.0,0.39,0.8365430909966297,309.520943668753,lignite,lignite_steam
Bełchatów B03,PL,PL,lignite,Lignite,,380.0,0.39,0.8365430909966297,317.8863745787193,lignite,lignite_steam
Bełchatów B04,PL,PL,lignite,Lignite,,380.0,0.39,0.8365430909966297,317.8863745787193,lignite,lignite_steam
Bełchatów B05,PL,PL,lignite,Lignite,,380.0,0.39,0.8365430909966297,317.8863745787193,lignite,lignite_steam
Bełchatów B06,PL,PL,lignite,Lignite,,394.0,0.39,0.8365430909966297,329.5979778526721,lignite,lignite_steam
Bełchatów B07,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B08,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B09,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B10,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B11,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B12,PL,PL,lignite,Lignite,,390.0,0.39,0.8365430909966297,326.2518054886856,lignite,lignite_steam
Bełchatów B14,PL,PL,lignite,Lignite,,858.0,0.39,0.8365430909966297,717.7539720751083,lignite,lignite_steam
Dolna Odra B1,PL,PL,hardcoal,Hardcoal,,222.0,0.4,1.0848310988817984,240.83250395175924,hardcoal,hardcoal_steam
Dolna Odra B2,PL,PL,hardcoal,Hardcoal,,232.0,0.4,1.0848310988817984,251.6808149405772,hardcoal,hardcoal_steam
Dolna Odra B5,PL,PL,hardcoal,Hardcoal,,222.0,0.4,1.0848310988817984,240.83250395175924,hardcoal,hardcoal_steam
Dolna Odra B6,PL,PL,hardcoal,Hardcoal,,222.0,0.4,1.0848310988817984,240.83250395175924,hardcoal,hardcoal_steam
Dolna Odra B7,PL,PL,hardcoal,Hardcoal,,227.0,0.4,1.0848310988817984,246.25665944616824,hardcoal,hardcoal_steam
Dolna Odra B8,PL,PL,hardcoal,Hardcoal,,232.0,0.4,1.0848310988817984,251.6808149405772,hardcoal,hardcoal_steam
Dychów H1,PL,PL,,,,28.0,,,28.0,hydro,hydro_psh
Dychów H2,PL,PL,,,,29.0,,,29.0,hydro,hydro_psh
Dychów H3,PL,PL,,,,28.0,,,28.0,hydro,hydro_psh
Jaworzno 3 B1,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Jaworzno 3 B2,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Jaworzno 3 B3,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Jaworzno 3 B4,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Jaworzno 3 B5,PL,PL,hardcoal,Hardcoal,,220.0,0.4,1.0848310988817984,238.66284175399565,hardcoal,hardcoal_steam
Jaworzno 3 B6,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Karolin B2,PL,PL,hardcoal,Hardcoal,,100.0,0.4,1.0848310988817984,108.48310988817984,hardcoal,hardcoal_steam
Karolin B3,PL,PL,hardcoal,Hardcoal,,112.0,0.4,1.0848310988817984,121.50108307476142,hardcoal,hardcoal_steam
Kozienice 1 B1,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B2,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B3,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Kozienice 1 B4,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B5,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B6,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B7,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 1 B8,PL,PL,hardcoal,Hardcoal,,228.0,0.4,1.0848310988817984,247.34149054505005,hardcoal,hardcoal_steam
Kozienice 2 B09,PL,PL,hardcoal,Hardcoal,,560.0,0.4,1.0848310988817984,607.5054153738071,hardcoal,hardcoal_steam
Kozienice 2 B10,PL,PL,hardcoal,Hardcoal,,560.0,0.4,1.0848310988817984,607.5054153738071,hardcoal,hardcoal_steam
Kozienice 2 B11,PL,PL,hardcoal,Hardcoal,,1075.0,0.4,1.0848310988817984,1166.193431297933,hardcoal,hardcoal_steam
Łagisza B10,PL,PL,hardcoal,Hardcoal,,460.0,0.4,1.0848310988817984,499.02230548562727,hardcoal,hardcoal_steam
Łagisza B6,PL,PL,hardcoal,Hardcoal,,120.0,0.4,1.0848310988817984,130.1797318658158,hardcoal,hardcoal_steam
Łagisza B7,PL,PL,hardcoal,Hardcoal,,120.0,0.4,1.0848310988817984,130.1797318658158,hardcoal,hardcoal_steam
Łaziska 2 B1,PL,PL,hardcoal,Hardcoal,,125.0,0.4,1.0848310988817984,135.6038873602248,hardcoal,hardcoal_steam
Łaziska 2 B2,PL,PL,hardcoal,Hardcoal,,125.0,0.4,1.0848310988817984,135.6038873602248,hardcoal,hardcoal_steam
Łaziska 3 B09,PL,PL,hardcoal,Hardcoal,,230.0,0.4,1.0848310988817984,249.51115274281364,hardcoal,hardcoal_steam
Łaziska 3 B10,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Łaziska 3 B11,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Łaziska 3 B12,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Opole B1,PL,PL,hardcoal,Hardcoal,,386.0,0.4,1.0848310988817984,418.7448041683742,hardcoal,hardcoal_steam
Opole B2,PL,PL,hardcoal,Hardcoal,,383.0,0.4,1.0848310988817984,415.4903108717288,hardcoal,hardcoal_steam
Opole B3,PL,PL,hardcoal,Hardcoal,,383.0,0.4,1.0848310988817984,415.4903108717288,hardcoal,hardcoal_steam
Opole B4,PL,PL,hardcoal,Hardcoal,,380.0,0.4,1.0848310988817984,412.2358175750834,hardcoal,hardcoal_steam
Opole B5,PL,PL,hardcoal,Hardcoal,,905.0,0.4,1.0848310988817984,981.7721444880276,hardcoal,hardcoal_steam
Opole B6,PL,PL,hardcoal,Hardcoal,,905.0,0.4,1.0848310988817984,981.7721444880276,hardcoal,hardcoal_steam
Ostrołęka B B01,PL,PL,hardcoal,Hardcoal,,230.0,0.4,1.0848310988817984,249.51115274281364,hardcoal,steam_turbine
Ostrołęka B B02,PL,PL,hardcoal,Hardcoal,,230.0,0.4,1.0848310988817984,249.51115274281364,hardcoal,steam_turbine
Ostrołęka B B03,PL,PL,hardcoal,Hardcoal,,230.0,0.4,1.0848310988817984,249.51115274281364,hardcoal,steam_turbine
Pątnów 1 B1,PL,PL,lignite,Lignite,,222.0,0.39,0.8365430909966297,185.7125662012518,lignite,lignite_steam
Pątnów 1 B2,PL,PL,lignite,Lignite,,222.0,0.39,0.8365430909966297,185.7125662012518,lignite,lignite_steam
Pątnów 1 B3,PL,PL,lignite,Lignite,,200.0,0.39,0.8365430909966297,167.3086181993259,lignite,lignite_steam
Pątnów 1 B4,PL,PL,lignite,Lignite,,200.0,0.39,0.8365430909966297,167.3086181993259,lignite,lignite_steam
Pątnów 1 B5,PL,PL,lignite,Lignite,,200.0,0.39,0.8365430909966297,167.3086181993259,lignite,lignite_steam
Pątnów 1 B6,PL,PL,lignite,Lignite,,200.0,0.39,0.8365430909966297,167.3086181993259,lignite,lignite_steam
Pątnów 2 B9,PL,PL,lignite,Lignite,,474.0,0.39,0.8365430909966297,396.5214251324025,lignite,lignite_steam
Połaniec B1,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Połaniec B2,PL,PL,hardcoal,Hardcoal,,242.0,0.4,1.0848310988817984,262.5291259293952,hardcoal,hardcoal_steam
Połaniec B3,PL,PL,hardcoal,Hardcoal,,242.0,0.4,1.0848310988817984,262.5291259293952,hardcoal,hardcoal_steam
Połaniec B4,PL,PL,hardcoal,Hardcoal,,242.0,0.4,1.0848310988817984,262.5291259293952,hardcoal,hardcoal_steam
Połaniec B5,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Połaniec B6,PL,PL,hardcoal,Hardcoal,,242.0,0.4,1.0848310988817984,262.5291259293952,hardcoal,hardcoal_steam
Połaniec B7,PL,PL,hardcoal,Hardcoal,,239.0,0.4,1.0848310988817984,259.27463263274984,hardcoal,hardcoal_steam
Porąbka Żar H1,PL,PL,,,,135.0,,,135.0,hydro,hydro_psh
Porąbka Żar H2,PL,PL,,,,135.0,,,135.0,hydro,hydro_psh
Porąbka Żar H3,PL,PL,,,,135.0,,,135.0,hydro,hydro_psh
Porąbka Żar H4,PL,PL,,,,135.0,,,135.0,hydro,hydro_psh
Rybnik B1,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B2,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B3,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B4,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B5,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B6,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B7,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Rybnik B8,PL,PL,hardcoal,Hardcoal,,225.0,0.4,1.0848310988817984,244.08699724840463,hardcoal,hardcoal_steam
Siersza B1,PL,PL,hardcoal,Hardcoal,,153.0,0.4,1.0848310988817984,165.97915812891517,hardcoal,hardcoal_steam
Siersza B2,PL,PL,hardcoal,Hardcoal,,153.0,0.4,1.0848310988817984,165.97915812891517,hardcoal,hardcoal_steam
Siersza B3,PL,PL,hardcoal,Hardcoal,,123.0,0.4,1.0848310988817984,133.43422516246122,hardcoal,hardcoal_steam
Siersza B6,PL,PL,hardcoal,Hardcoal,,128.0,0.4,1.0848310988817984,138.8583806568702,hardcoal,hardcoal_steam
Solina H1,PL,PL,,,,68.0,,,68.0,hydro,hydro_psh
Solina H2,PL,PL,,,,68.0,,,68.0,hydro,hydro_psh
Solina H3,PL,PL,,,,31.0,,,31.0,hydro,hydro_psh
Solina H4,PL,PL,,,,31.0,,,31.0,hydro,hydro_psh
Stalowa Wola 3 B7,PL,PL,hardcoal,Hardcoal,,125.0,0.4,1.0848310988817984,135.6038873602248,hardcoal,steam_turbine
Stalowa Wola 3 B8,PL,PL,hardcoal,Hardcoal,,125.0,0.4,1.0848310988817984,135.6038873602248,hardcoal,steam_turbine
Turów B01,PL,PL,lignite,Lignite,,235.0,0.39,0.8365430909966297,196.587626384208,lignite,lignite_steam
Turów B02,PL,PL,lignite,Lignite,,235.0,0.39,0.8365430909966297,196.587626384208,lignite,lignite_steam
Turów B03,PL,PL,lignite,Lignite,,235.0,0.39,0.8365430909966297,196.587626384208,lignite,lignite_steam
Turów B04,PL,PL,lignite,Lignite,,261.0,0.39,0.8365430909966297,218.33774675012037,lignite,lignite_steam
Turów B05,PL,PL,lignite,Lignite,,261.0,0.39,0.8365430909966297,218.33774675012037,lignite,lignite_steam
Turów B06,PL,PL,lignite,Lignite,,261.0,0.39,0.8365430909966297,218.33774675012037,lignite,lignite_steam
Żarnowiec H1,PL,PL,,,,179.0,,,179.0,hydro,hydro_psh
Żarnowiec H2,PL,PL,,,,179.0,,,179.0,hydro,hydro_psh
Żarnowiec H3,PL,PL,,,,179.0,,,179.0,hydro,hydro_psh
Żarnowiec H4,PL,PL,,,,179.0,,,179.0,hydro,hydro_psh
Żydowo H1,PL,PL,,,,55.0,,,55.0,hydro,hydro_psh
Żydowo H2,PL,PL,,,,55.0,,,55.0,hydro,hydro_psh
Żydowo H3,PL,PL,,,,57.0,,,57.0,hydro,hydro_psh
Alpiq‐ECK 7,CZ,CZ,lignite,Lignite,,135.0,0.39,0.7712137028909862,104.11384989028312,lignite,steam_turbine
Alpiq‐ECK B5,CZ,CZ,lignite,Lignite,,135.0,0.39,0.7712137028909862,104.11384989028312,lignite,steam_turbine
Alpiq‐ECK B7,CZ,CZ,lignite,Lignite,,135.0,0.39,0.7712137028909862,104.11384989028312,lignite,steam_turbine
C.Budejovice TCB,CZ,CZ,lignite,Lignite,,66.2,0.39,0.7712137028909862,51.05434713138329,lignite,steam_turbine
"DRPEMO VKR,TEV",CZ,CZ,lignite,Lignite,,18.0,0.39,0.7712137028909862,13.881846652037751,lignite,steam_turbine
Dvur Kralove TDK,CZ,CZ,lignite,Lignite,,18.3,0.39,0.7712137028909862,14.113210762905048,lignite,steam_turbine
Energotrans TG1,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Energotrans TG2,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Energotrans TG3,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Energotrans TG4,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Hodonin EHO,CZ,CZ,lignite,Lignite,,107.0,0.39,0.7712137028909862,82.51986620933553,lignite,steam_turbine
CHEZA G1,CZ,CZ,lignite,Lignite,,275.0,0.39,0.7712137028909862,212.0837682950212,lignite,steam_turbine
Chvaletice B1,CZ,CZ,lignite,Lignite,,205.0,0.39,0.7712137028909862,158.09880909265215,lignite,steam_turbine
Chvaletice B2,CZ,CZ,lignite,Lignite,,205.0,0.39,0.7712137028909862,158.09880909265215,lignite,steam_turbine
Chvaletice B3,CZ,CZ,lignite,Lignite,,205.0,0.39,0.7712137028909862,158.09880909265215,lignite,steam_turbine
Chvaletice B4,CZ,CZ,lignite,Lignite,,205.0,0.39,0.7712137028909862,158.09880909265215,lignite,steam_turbine
Karlovy Vary KVT,CZ,CZ,lignite,Lignite,,1.3,0.39,0.7712137028909862,1.002577813758282,lignite,steam_turbine
Karvina TG4,CZ,CZ,lignite,Lignite,,15.0,0.39,0.7712137028909862,11.568205543364794,lignite,steam_turbine
Karvina TG5,CZ,CZ,lignite,Lignite,,40.0,0.39,0.7712137028909862,30.84854811563945,lignite,steam_turbine
Kauc.Kralupy TG1,CZ,CZ,lignite,Lignite,,27.0,0.39,0.7712137028909862,20.822769978056627,lignite,steam_turbine
Kauc.Kralupy TG2,CZ,CZ,lignite,Lignite,,33.0,0.39,0.7712137028909862,25.450052195402545,lignite,steam_turbine
Kolin Zalabi TG4,CZ,CZ,lignite,Lignite,,4.5,0.39,0.7712137028909862,3.470461663009438,lignite,steam_turbine
Kolin Zalabi TG5,CZ,CZ,lignite,Lignite,,12.0,0.39,0.7712137028909862,9.254564434691837,lignite,steam_turbine
Komorany TG20,CZ,CZ,lignite,Lignite,,35.0,0.39,0.7712137028909862,26.99247960118452,lignite,steam_turbine
Komorany TG21,CZ,CZ,lignite,Lignite,,22.0,0.39,0.7712137028909862,16.966701463601698,lignite,steam_turbine
Komorany TG22,CZ,CZ,lignite,Lignite,,34.0,0.39,0.7712137028909862,26.22126589829353,lignite,steam_turbine
Komorany TG4,CZ,CZ,lignite,Lignite,,32.0,0.39,0.7712137028909862,24.67883849251156,lignite,steam_turbine
Komorany TG5,CZ,CZ,lignite,Lignite,,32.0,0.39,0.7712137028909862,24.67883849251156,lignite,steam_turbine
Komorany TG6,CZ,CZ,lignite,Lignite,,32.0,0.39,0.7712137028909862,24.67883849251156,lignite,steam_turbine
Komorany TG9,CZ,CZ,lignite,Lignite,,32.0,0.39,0.7712137028909862,24.67883849251156,lignite,steam_turbine
Ledvice 2 B2,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Ledvice 2 B3,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Ledvice 3 B4,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Ledvice 4 B6,CZ,CZ,lignite,Lignite,,660.0,0.39,0.7712137028909862,509.0010439080509,lignite,steam_turbine
Liberec TLI,CZ,CZ,lignite,Lignite,,15.0,0.39,0.7712137028909862,11.568205543364794,lignite,steam_turbine
Melník2 B10,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Melník2 B9,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Melník3 B11,CZ,CZ,lignite,Lignite,,500.0,0.39,0.7712137028909862,385.60685144549313,lignite,steam_turbine
Náchod TNA,CZ,CZ,lignite,Lignite,,17.0,0.39,0.7712137028909862,13.110632949146764,lignite,steam_turbine
Olomouc TG3,CZ,CZ,lignite,Lignite,,41.0,0.39,0.7712137028909862,31.619761818530435,lignite,steam_turbine
Olomouc TG4,CZ,CZ,lignite,Lignite,,8.0,0.39,0.7712137028909862,6.16970962312789,lignite,steam_turbine
Opatovice TG1,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Opatovice TG2,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Opatovice TG3,CZ,CZ,lignite,Lignite,,63.0,0.39,0.7712137028909862,48.58646328213213,lignite,steam_turbine
Opatovice TG4,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Opatovice TG5,CZ,CZ,lignite,Lignite,,60.0,0.39,0.7712137028909862,46.272822173459176,lignite,steam_turbine
Opatovice TG6,CZ,CZ,lignite,Lignite,,63.0,0.39,0.7712137028909862,48.58646328213213,lignite,steam_turbine
Ostrava TPV,CZ,CZ,lignite,Lignite,,13.5,0.39,0.7712137028909862,10.411384989028312,lignite,steam_turbine
Ostrov n. O. TOS,CZ,CZ,lignite,Lignite,,6.0,0.39,0.7712137028909862,4.627282217345917,lignite,steam_turbine
Otrokovice TG1,CZ,CZ,lignite,Lignite,,25.0,0.39,0.7712137028909862,19.28034257227465,lignite,steam_turbine
Otrokovice TG2,CZ,CZ,lignite,Lignite,,27.5,0.39,0.7712137028909862,21.20837682950212,lignite,steam_turbine
PEVTZ PEActherm,CZ,CZ,lignite,Lignite,,26.0,0.39,0.7712137028909862,20.05155627516564,lignite,steam_turbine
PE CEZ Morava PESME,CZ,CZ,lignite,Lignite,,129.0,0.39,0.7712137028909862,99.48656767293724,lignite,steam_turbine
PE CEZ sever PESCE,CZ,CZ,lignite,Lignite,,173.7,0.39,0.7712137028909862,133.9598201921643,lignite,steam_turbine
PE CEZ východ PEVCE,CZ,CZ,lignite,Lignite,,135.0,0.39,0.7712137028909862,104.11384989028312,lignite,steam_turbine
PE CEZ západ PEZCE,CZ,CZ,lignite,Lignite,,26.0,0.39,0.7712137028909862,20.05155627516564,lignite,steam_turbine
PE CEZstred PESTE,CZ,CZ,lignite,Lignite,,77.2,0.39,0.7712137028909862,59.53769786318414,lignite,steam_turbine
PE EONvýchod PEJME,CZ,CZ,lignite,Lignite,,71.0,0.39,0.7712137028909862,54.75617290526002,lignite,steam_turbine
PE EONzápad PEJCE,CZ,CZ,lignite,Lignite,,48.8,0.39,0.7712137028909862,37.63522870108012,lignite,steam_turbine
PE PREdi PEPRE,CZ,CZ,lignite,Lignite,,11.0,0.39,0.7712137028909862,8.483350731800849,lignite,steam_turbine
PE Vresová TG1,CZ,CZ,lignite,Lignite,,55.0,0.39,0.7712137028909862,42.41675365900424,lignite,steam_turbine
PE Vresová TG2,CZ,CZ,lignite,Lignite,,55.0,0.39,0.7712137028909862,42.41675365900424,lignite,steam_turbine
PE Vresová TG3,CZ,CZ,lignite,Lignite,,55.0,0.39,0.7712137028909862,42.41675365900424,lignite,steam_turbine
PE Vresová TG4,CZ,CZ,lignite,Lignite,,55.0,0.39,0.7712137028909862,42.41675365900424,lignite,steam_turbine
Písek TPI,CZ,CZ,lignite,Lignite,,7.8,0.39,0.7712137028909862,6.015466882549693,lignite,steam_turbine
Planá n/L. TG3,CZ,CZ,lignite,Lignite,,20.7,0.39,0.7712137028909862,15.964123649843414,lignite,steam_turbine
Plzen teplárna TG1,CZ,CZ,lignite,Lignite,,67.0,0.39,0.7712137028909862,51.67131809369608,lignite,steam_turbine
Plzen teplárna TG2,CZ,CZ,lignite,Lignite,,67.0,0.39,0.7712137028909862,51.67131809369608,lignite,steam_turbine
Plzenská energetika TG10,CZ,CZ,lignite,Lignite,,26.0,0.39,0.7712137028909862,20.05155627516564,lignite,steam_turbine
Plzenská energetika TG8,CZ,CZ,lignite,Lignite,,31.0,0.39,0.7712137028909862,23.907624789620574,lignite,steam_turbine
Plzenská energetika TG9,CZ,CZ,lignite,Lignite,,33.0,0.39,0.7712137028909862,25.450052195402545,lignite,steam_turbine
Pocerady B2,CZ,CZ,lignite,Lignite,,200.0,0.39,0.7712137028909862,154.24274057819724,lignite,steam_turbine
Pocerady B3,CZ,CZ,lignite,Lignite,,200.0,0.39,0.7712137028909862,154.24274057819724,lignite,steam_turbine
Pocerady B4,CZ,CZ,lignite,Lignite,,200.0,0.39,0.7712137028909862,154.24274057819724,lignite,steam_turbine
Pocerady B5,CZ,CZ,lignite,Lignite,,200.0,0.39,0.7712137028909862,154.24274057819724,lignite,steam_turbine
Pocerady B6,CZ,CZ,lignite,Lignite,,200.0,0.39,0.7712137028909862,154.24274057819724,lignite,steam_turbine
Prunérov 1 B3,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Prunérov 1 B4,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Prunérov 1 B5,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Prunérov 1 B6,CZ,CZ,lignite,Lignite,,110.0,0.39,0.7712137028909862,84.83350731800849,lignite,steam_turbine
Prunérov 2 B23,CZ,CZ,lignite,Lignite,,250.0,0.39,0.7712137028909862,192.80342572274657,lignite,steam_turbine
Prunérov 2 B24,CZ,CZ,lignite,Lignite,,250.0,0.39,0.7712137028909862,192.80342572274657,lignite,steam_turbine
Prunérov 2 B25,CZ,CZ,lignite,Lignite,,250.0,0.39,0.7712137028909862,192.80342572274657,lignite,steam_turbine
Prerov TG1,CZ,CZ,lignite,Lignite,,42.5,0.39,0.7712137028909862,32.77658237286691,lignite,steam_turbine
Prerov TG2,CZ,CZ,lignite,Lignite,,8.0,0.39,0.7712137028909862,6.16970962312789,lignite,steam_turbine
Príbram TG1,CZ,CZ,lignite,Lignite,,44.4,0.39,0.7712137028909862,34.241888408359785,lignite,steam_turbine
Strakonice TST,CZ,CZ,lignite,Lignite,,30.0,0.39,0.7712137028909862,23.136411086729588,lignite,steam_turbine
ŠKO-ENERGO ,CZ,CZ,lignite,Lignite,,87.2,0.39,0.7712137028909862,67.249834892094,lignite,steam_turbine
Špitálka PS,CZ,CZ,lignite,Lignite,,80.6,0.39,0.7712137028909862,62.159824453013485,lignite,steam_turbine
Tábor TTB,CZ,CZ,lignite,Lignite,,22.5,0.39,0.7712137028909862,17.35230831504719,lignite,steam_turbine
