name,country,zone,fuel,tech,commissioned,capacity_mw,eta,lon,lat
Langedalselva,NO,NO,,,2018.0,0.99,,,
Langevåg,NO,NO,,,1939.0,0.125,,,
Langfjord,NO,NO,,,1949.0,9.0,,,
Langfoss,NO,NO,,,1955.0,2.4,,,
Langli,NO,NO,,,1944.0,1.2,,,
Lang-Sima,NO,NO,,,1980.0,500.0,,,
Langsteinelva,NO,NO,,,1997.0,0.09,,,
Langvatn,NO,NO,,,1978.0,5.4,,,
Langvatn,NO,NO,,,1964.0,90.0,,,
Langåsfoss,NO,NO,,,1987.0,1.13,,,
Lappvikelva,NO,NO,,,2010.0,2.7,,,
Laskbekken,NO,NO,,,2018.0,0.99,,,
Lassajavrri,NO,NO,,,1977.0,7.2,,,
Laudal,NO,NO,,,1981.0,32.0,,,
Laugaland,NO,NO,,,2006.0,0.075,,,
Lauki og Melei,NO,NO,,,1917.0,0.1,,,
Lauvlielva,NO,NO,,,2012.0,1.25,,,
Lauvsnes,NO,NO,,,2008.0,1.4,,,
Lavkajohka,NO,NO,,,1982.0,8.7,,,
Leidesfossen,NO,NO,,,2000.0,0.3,,,
Leinafoss,NO,NO,,,1932.0,4.8,,,
Leirbekken,NO,NO,,,1915.0,0.945,,,
Leirdøla,NO,NO,,,1978.0,125.0,,,
Leirelva,NO,NO,,,2013.0,4.59,,,
Leirfossene,NO,NO,,,2008.0,45.0,,,
Leiro,NO,NO,,,2011.0,5.0,,,
Leirosen,NO,NO,,,1975.0,0.45,,,
Leiråa,NO,NO,,,2017.0,5.5,,,
Leknesvatn,NO,NO,,,2016.0,3.8,,,
Lekum,NO,NO,,,1992.0,1.5,,,
Lesjaverk,NO,NO,,,1942.0,0.0,,,
Liaelva,NO,NO,,,2016.0,1.5,,,
Liafoss,NO,NO,,,1949.0,2.9,,,
Liarelva,NO,NO,,,2013.0,1.9,,,
Liavatn,NO,NO,,,1962.0,1.8,,,
Lidal,NO,NO,,,2017.0,7.82,,,
Lielva,NO,NO,,,2012.0,1.15,,,
Lien,NO,NO,,,2004.0,0.0025,,,
Lille Måsevatn,NO,NO,,,2016.0,0.68,,,
Lindland,NO,NO,,,2002.0,8.1,,,
Lindåna,NO,NO,,,2011.0,1.45,,,
Linvasselv,NO,NO,,,1962.0,25.0,,,
Lio,NO,NO,,,1969.0,43.0,,,
Lislevatn,NO,NO,,,2015.0,4.2,,,
Litjfossen,NO,NO,,,1982.0,75.0,,,
Litj-Hena,NO,NO,,,2014.0,4.858,,,
Litledalen,NO,NO,,,1920.0,17.0,,,
Litlelva,NO,NO,,,2009.0,1.36,,,
Litleåna,NO,NO,,,2013.0,3.2,,,
Ljotå,NO,NO,,,2019.0,1.65,,,
Ljøsåa,NO,NO,,,2008.0,2.6,,,
Logna,NO,NO,,,1961.0,20.2,,,
Lognavann,NO,NO,,,1998.0,0.055,,,
Lomen,NO,NO,,,1983.0,54.5,,,
Lomi,NO,NO,,,1979.0,118.0,,,
Lomsdalselva,NO,NO,,,1998.0,0.025,,,
Longerak,NO,NO,,,1915.0,1.2999,,,
Lothe,NO,NO,,,2007.0,0.09,,,
Lotsberg,NO,NO,,,2010.0,1.45,,,
Lovik,NO,NO,,,1952.0,1.2,,,
Lundsfoss,NO,NO,,,1915.0,0.7,,,
Lundsæter,NO,NO,,,1934.0,0.75,,,
Luostejok,NO,NO,,,2020.0,2.58,,,
Luren,NO,NO,,,1998.0,0.0026,,,
Lutufallet,NO,NO,,,1964.0,14.1,,,
Lya,NO,NO,,,2008.0,5.49,,,
Lysbotn,NO,NO,,,1941.0,5.35,,,
Lysebotn 2,NO,NO,,,1953.0,370.0,,,
Lysvatn,NO,NO,,,1963.0,4.1,,,
Løa,NO,NO,,,1999.0,0.35,,,
Løgjen,NO,NO,,,2007.0,0.57,,,
Løkaunet,NO,NO,,,1926.0,9.3,,,
Løpet,NO,NO,,,1971.0,29.0,,,
Madalen,NO,NO,,,2003.0,0.12,,,
Madland,NO,NO,,,2010.0,1.875,,,
Mago A,NO,NO,,,1984.0,0.77,,,
Mago B,NO,NO,,,1960.0,0.86,,,
Mago C,NO,NO,,,1978.0,0.78,,,
Mago D,NO,NO,,,1980.0,1.6,,,
Makkoren,NO,NO,,,2012.0,4.0,,,
Malmo,NO,NO,,,1997.0,0.7,,,
Mandelid,NO,NO,,,2000.0,0.125,,,
Mannsberg,NO,NO,,,2016.0,3.52,,,
Mardal,NO,NO,,,1975.0,6.0,,,
Maribu,NO,NO,,,2008.0,0.09,,,
Marifjøra,NO,NO,,,2001.0,0.09,,,
Markjelkevatn,NO,NO,,,2007.0,1.2,,,
Marvik,NO,NO,,,2008.0,0.786,,,
Matre H,NO,NO,,,1957.0,180.0,,,
Matre M,NO,NO,,,1962.0,150.0,,,
Mattisfoss,NO,NO,,,1993.0,2.3,,,
Maudal,NO,NO,,,1930.0,25.5,,,
Mauranger,NO,NO,,,1974.0,250.0,,,
Medåe,NO,NO,,,2007.0,0.784,,,
Medås,NO,NO,,,2000.0,0.02,,,
Mehammer Mikrokraftverk I,NO,NO,,,2000.0,0.012,,,
Mehammer Mikrokraftverk II,NO,NO,,,2005.0,0.018,,,
Meierifossen,NO,NO,,,2008.0,1.36,,,
Meisal I,NO,NO,,,1936.0,0.9,,,
Meisal II,NO,NO,,,1999.0,4.1,,,
Mel,NO,NO,,,1989.0,52.0,,,
Mela,NO,NO,,,2017.0,3.74,,,
Melheim,NO,NO,,,2013.0,0.05,,,
Melkefoss,NO,NO,,,1978.0,22.0,,,
Mellomjord 2,NO,NO,,,2008.0,0.018,,,
Memurubu,NO,NO,,,1972.0,0.06,,,
Meråker,NO,NO,,,1994.0,86.8,,,
Mesna,NO,NO,,,1985.0,37.5,,,
Middagsbukt,NO,NO,,,2007.0,0.006,,,
Middyr,NO,NO,,,1981.0,1.2999,,,
Middøla,NO,NO,,,2015.0,4.36,,,
Midtlæger,NO,NO,,,2016.0,3.47,,,
Midtre Tessa,NO,NO,,,1954.0,7.0,,,
Midtun,NO,NO,,,2014.0,0.65,,,
Milja,NO,NO,,,2019.0,0.12,,,
Misfjord,NO,NO,,,2012.0,1.4,,,
Mjeldeelva,NO,NO,,,2016.0,1.64,,,
Mjella,NO,NO,,,2007.0,0.2,,,
Mo,NO,NO,,,1908.0,2.3,,,
Mo,NO,NO,,,2000.0,10.0,,,
Mobæk Mølle,NO,NO,,,1942.0,0.025,,,
Moe,NO,NO,,,1995.0,0.005,,,
Moelv,NO,NO,,,2001.0,1.2,,,
Mofjellet,NO,NO,,,2011.0,0.597,,,
Moflåt,NO,NO,,,1954.0,30.0,,,
Moi,NO,NO,,,1997.0,0.5,,,
Moksa,NO,NO,,,1990.0,15.0,,,
Molla,NO,NO,,,2003.0,0.44,,,
Momrak,NO,NO,,,2011.0,1.0,,,
Monabekken,NO,NO,,,1987.0,0.048,,,
Mone,NO,NO,,,2006.0,0.05,,,
Monge,NO,NO,,,1975.0,0.8,,,
Morkenfoss,NO,NO,,,1986.0,2.1,,,
Mortensdalelva,NO,NO,,,2012.0,2.1,,,
Mosbakka,NO,NO,,,2010.0,4.05,,,
Mosbekken,NO,NO,,,2005.0,0.006,,,
Moskenes Fiskeindustri,NO,NO,,,1995.0,0.075,,,
Mossefossen,NO,NO,,,1986.0,3.1,,,
Mosvik,NO,NO,,,1984.0,37.0,,,
Mulvik,NO,NO,,,2010.0,0.365,,,
Muoidejohka,NO,NO,,,2014.0,5.49,,,
Mydalen,NO,NO,,,1959.0,7.0,,,
Mydland,NO,NO,,,1998.0,0.3,,,
Myklebost,NO,NO,,,2018.0,5.32,,,
Myklebust,NO,NO,,,2009.0,2.0,,,
Myklebustdalen,NO,NO,,,2007.0,0.225,,,
Mykstufoss,NO,NO,,,1964.0,48.0,,,
Myra,NO,NO,,,1988.0,3.7,,,
Myraelva,NO,NO,,,2007.0,0.075,,,
Myrbekk,NO,NO,,,2005.0,0.2,,,
Myster,NO,NO,,,1987.0,107.0,,,
Mæl,NO,NO,,,1957.0,37.5,,,
Mælafoss,NO,NO,,,1918.0,0.94,,,
Mærdalsåi,NO,NO,,,2008.0,0.4,,,
Mølleelva,NO,NO,,,2018.0,4.5,,,
Møllefossen,NO,NO,,,1991.0,0.95,,,
Møllen,NO,NO,,,1977.0,2.0,,,
Mølnbekken,NO,NO,,,2015.0,1.55,,,
Mølnelva,NO,NO,,,2008.0,1.2,,,
Mørnbekken,NO,NO,,,1998.0,0.036,,,
Mørre,NO,NO,,,1977.0,13.6,,,
Møyskrev,NO,NO,,,1998.0,0.17,,,
Måge,NO,NO,,,2009.0,0.55,,,
Mågeli,NO,NO,,,1956.0,29.0,,,
Målset,NO,NO,,,1967.0,20.0,,,
Mår,NO,NO,,,1948.0,180.0,,,
Måren,NO,NO,,,2010.0,5.0,,,
Mårøyfjord,NO,NO,,,1956.0,4.4,,,
Naddvik,NO,NO,,,1987.0,112.0,,,
Nape,NO,NO,,,2013.0,1.925,,,
Nasvatn,NO,NO,,,2008.0,0.99,,,
Naurak,NO,NO,,,2000.0,0.445,,,
Nea,NO,NO,,,1960.0,175.0,,,
Nedalsfoss,NO,NO,,,1974.0,25.0,,,
Nedre Bersåvatn,NO,NO,,,2004.0,4.1,,,
Nedre Eiane,NO,NO,,,2002.0,0.04,,,
Nedre Fiskumfoss,NO,NO,,,1946.0,41.5,,,
Nedre Kivfallet,NO,NO,,,2003.0,0.93,,,
Nedre Leirfoss,NO,NO,,,1910.0,2.4,,,
Nedre Markevatn,NO,NO,,,1954.0,2.8,,,
Nedre Mollisjok,NO,NO,,,1988.0,0.02,,,
Nedre Nea,NO,NO,,,1989.0,66.7,,,
Nedre Neset,NO,NO,,,2012.0,2.56,,,
Nedre Porsa,NO,NO,,,1959.0,12.8,,,
Nedre Røssåga,NO,NO,,,1955.0,350.0,,,
Nedre Svultingen,NO,NO,,,1965.0,8.8,,,
Nedre Tessa 1,NO,NO,,,1942.0,7.0,,,
Nedre Tessa 2,NO,NO,,,1963.0,16.0,,,
Nedre Urdalen,NO,NO,,,2017.0,0.74,,,
Nedre Vinstra,NO,NO,,,1953.0,308.0,,,
Nedrebø,NO,NO,,,2000.0,0.1,,,
Nedrebø,NO,NO,,,2012.0,1.42,,,
Nes,NO,NO,,,1967.0,250.0,,,
Neselva,NO,NO,,,2004.0,4.9,,,
Neselva,NO,NO,,,2004.0,0.27,,,
Nessa,NO,NO,,,2008.0,0.06,,,
Nesset,NO,NO,,,1947.0,0.5,,,
Neverdalsåga,NO,NO,,,1955.0,2.1,,,
Nibbedalen,NO,NO,,,2011.0,1.7,,,
Niingen,NO,NO,,,1954.0,17.0,,,
Nipo,NO,NO,,,2000.0,0.95,,,
Nisserdam,NO,NO,,,1985.0,1.8,,,
Nivla,NO,NO,,,2016.0,4.72,,,
Nomeland,NO,NO,,,1920.0,28.7,,,
Nordbekken,NO,NO,,,2000.0,0.025,,,
Nordbøåna,NO,NO,,,2012.0,1.6,,,
Norddalen,NO,NO,,,1983.0,7.5,,,
Nordelva,NO,NO,,,2008.0,0.11,,,
Nordfjordbekkan,NO,NO,,,2007.0,0.21,,,
Nord-Forså,NO,NO,,,1957.0,1.1,,,
Nordlandselva,NO,NO,,,2006.0,2.0,,,
Nordre Mangen,NO,NO,,,2008.0,0.144,,,
Nordsvorka,NO,NO,,,2007.0,2.34,,,
Nordvik,NO,NO,,,2006.0,4.63,,,
Nordåni,NO,NO,,,2006.0,1.2,,,
Nore I,NO,NO,,,1928.0,206.0,,,
Nore II,NO,NO,,,1946.0,52.0,,,
Norvald Hestad,NO,NO,,,1997.0,0.024,,,
Nottveit Pico,NO,NO,,,2017.0,0.01,,,
Novle,NO,NO,,,1967.0,40.0,,,
Nunelva,NO,NO,,,1949.0,0.315,,,
Nybrufoss,NO,NO,,,1911.0,3.0,,,
Nybuelvi,NO,NO,,,2016.0,3.6,,,
Nydal,NO,NO,,,2005.0,1.44,,,
Nydalselva,NO,NO,,,2011.0,5.25,,,
Nye Suvdøla,NO,NO,,,2019.0,9.0,,,
Nye Verma,NO,NO,,,1949.0,23.2,,,
Nygard,NO,NO,,,2005.0,56.0,,,
Nygård,NO,NO,,,1932.0,25.0,,,
Nyset,NO,NO,,,1988.0,5.0,,,
Nystavnbekken,NO,NO,,,1999.0,0.022,,,
Nyvikelva,NO,NO,,,2015.0,2.1,,,
Nøringset,NO,NO,,,2004.0,0.2,,,
Nørsteteig,NO,NO,,,2006.0,0.075,,,
Nørståe,NO,NO,,,2006.0,1.5,,,
Nånes & Mele Mikrokraftverk,NO,NO,,,1997.0,0.096,,,
Odberg,NO,NO,,,2012.0,0.075,,,
Offervann,NO,NO,,,2015.0,2.2,,,
Oftedal I,NO,NO,,,2006.0,3.0,,,
Oftedal II,NO,NO,,,2007.0,5.0,,,
Oksarelva,NO,NO,,,2011.0,1.2,,,
Oksebotn,NO,NO,,,1988.0,11.0,,,
Oksefjell,NO,NO,,,2006.0,0.214,,,
Oksla,NO,NO,,,1980.0,206.0,,,
Ola Rise,NO,NO,,,1981.0,0.02,,,
Oldereid,NO,NO,,,1953.0,15.0,,,
Ole Kristian Sylling,NO,NO,,,2004.0,0.015,,,
Oltedal,NO,NO,,,1909.0,9.3,,,
Oltesvik,NO,NO,,,1935.0,5.0,,,
Oma,NO,NO,,,2011.0,1.4,,,
Ormhaugfossen,NO,NO,,,2008.0,1.2,,,
Ormsetfoss,NO,NO,,,1988.0,40.0,,,
Ortnevik,NO,NO,,,2004.0,1.2,,,
Ortnevik Mikrokraftverk,NO,NO,,,1999.0,0.037,,,
Osa,NO,NO,,,1981.0,90.0,,,
Osavatnet,NO,NO,,,2012.0,0.6,,,
Osbu,NO,NO,,,1958.0,20.0,,,
Osen,NO,NO,,,1964.0,4.0,,,
Osen,NO,NO,,,1954.0,16.5,,,
Osfallet,NO,NO,,,1914.0,5.6,,,
Osland,NO,NO,,,2008.0,0.75,,,
Oslandsbotn,NO,NO,,,1984.0,2.9,,,
Osteren,NO,NO,,,1936.0,2.5,,,
Osvatn,NO,NO,,,1951.0,2.3,,,
Oterbekken,NO,NO,,,2005.0,0.3,,,
Oterholtfoss,NO,NO,,,1932.0,0.85,,,
Otertjønnbekken,NO,NO,,,2008.0,0.035,,,
Otro,NO,NO,,,1998.0,0.018,,,
Ottar Holta,NO,NO,,,1997.0,0.015,,,
Palmafoss,NO,NO,,,1919.0,0.31,,,
Pikerfoss,NO,NO,,,1982.0,15.8,,,
Porkegjel,NO,NO,,,2008.0,0.7,,,
Pålsbu,NO,NO,,,2007.0,6.2,,,
Rabb-bekken,NO,NO,,,2016.0,0.225,,,
Rafdal (Heimeelva),NO,NO,,,2008.0,2.0,,,
Rafdal (Ø-Rafdal),NO,NO,,,2008.0,0.7,,,
Ramberg,NO,NO,,,2010.0,0.0815,,,
Ramfoss,NO,NO,,,1961.0,30.0,,,
Ramstaddal,NO,NO,,,1983.0,1.2,,,
Rana,NO,NO,,,1968.0,500.0,,,
Rasdalen,NO,NO,,,2009.0,5.2,,,
Raua,NO,NO,,,1941.0,1.1,,,
Raubergfossen,NO,NO,,,1996.0,2.7,,,
Raudberget,NO,NO,,,2007.0,3.8,,,
Ravnastua,NO,NO,,,1990.0,0.005,,,
Ravnåga,NO,NO,,,2011.0,1.25,,,
Refsdal,NO,NO,,,1968.0,90.0,,,
Refsdal,NO,NO,,,2000.0,0.493,,,
Reiersdalen,NO,NO,,,1996.0,0.0037,,,
Reinfossen,NO,NO,,,1925.0,3.4,,,
Reingardsåga,NO,NO,,,2009.0,2.4,,,
Reinli,NO,NO,,,2008.0,3.1,,,
Reinset,NO,NO,,,1948.0,4.9,,,
Reinskar,NO,NO,,,2008.0,9.6,,,
Reinstaul,NO,NO,,,1996.0,0.018,,,
Reinåga,NO,NO,,,2014.0,3.91,,,
Reisæter (Bleieelvi),NO,NO,,,2009.0,0.45,,,
Reisæter (Strutåni),NO,NO,,,2009.0,1.0,,,
Rekvatn,NO,NO,,,1953.0,23.3,,,
Rekåa,NO,NO,,,2009.0,0.558,,,
Ren Energi Ramsland,NO,NO,,,2015.0,0.075,,,
Rendalen,NO,NO,,,1971.0,100.5,,,
Rendalselva,NO,NO,,,2010.0,2.8,,,
Rensjø,NO,NO,,,2007.0,1.0,,,
Reppa,NO,NO,,,1956.0,10.0,,,
Repvåg,NO,NO,,,1953.0,4.2,,,
Ridøla,NO,NO,,,2010.0,1.9,,,
Riksheim,NO,NO,,,1918.0,5.3,,,
Riksheimdal,NO,NO,,,2003.0,4.5,,,
Rimbareid,NO,NO,,,2001.0,1.0,,,
Rime,NO,NO,,,2014.0,1.5,,,
Ringdal,NO,NO,,,2011.0,5.85,,,
Ringedalen,NO,NO,,,2017.0,23.0,,,
Ringheim,NO,NO,,,2015.0,0.05,,,
Rise,NO,NO,,,1979.0,0.035,,,
Risvollfossen,NO,NO,,,1995.0,0.012,,,
Rivedal,NO,NO,,,2005.0,3.2,,,
Rodal,NO,NO,,,2011.0,1.7,,,
Rogheien,NO,NO,,,2006.0,0.15,,,
Rognsfossen,NO,NO,,,1989.0,6.0,,,
Rolf Nåden og Ole Jan Naaden,NO,NO,,,1999.0,0.018,,,
Rolleivstadvatn,NO,NO,,,1969.0,0.3,,,
Romøyri,NO,NO,,,2017.0,8.63,,,
Rongkleiv,NO,NO,,,2006.0,3.0,,,
Roppa,NO,NO,,,1976.0,5.0,,,
Rosendal,NO,NO,,,1957.0,0.5,,,
Roskrepp,NO,NO,,,1979.0,50.0,,,
Rosten,NO,NO,,,2018.0,80.0,,,
Rotnes Bruk,NO,NO,,,1940.0,0.18,,,
Rottenvik,NO,NO,,,1952.0,5.49,,,
Rovde,NO,NO,,,2004.0,0.05,,,
Rud 1,NO,NO,,,2008.0,0.66,,,
Rud Gårdskraftverk,NO,NO,,,1935.0,0.09,,,
Rui,NO,NO,,,2000.0,0.4,,,
Rusdalsåni,NO,NO,,,2019.0,5.49,,,
Russagjela,NO,NO,,,2003.0,0.04,,,
Ryddøla,NO,NO,,,2013.0,3.488,,,
Rygene,NO,NO,,,1978.0,55.0,,,
Rygene miniaggregat,NO,NO,,,1992.0,0.11,,,
Ryssdal,NO,NO,,,1999.0,1.25,,,
Ryssdal,NO,NO,,,2006.0,1.95,,,
Ryånda,NO,NO,,,2008.0,0.85,,,
Rødberg,NO,NO,,,2009.0,2.9,,,
Rødne,NO,NO,,,2006.0,9.0,,,
Rødset,NO,NO,,,2015.0,2.15,,,
Rødstøl,NO,NO,,,2001.0,0.07,,,
Røfsdalselva,NO,NO,,,2019.0,3.21,,,
Røldal,NO,NO,,,1966.0,166.0,,,
Røneid,NO,NO,,,2016.0,4.3,,,
Rønnestad,NO,NO,,,2006.0,0.018,,,
Rørheim,NO,NO,,,2004.0,0.099,,,
Rørtveit,NO,NO,,,2003.0,0.07,,,
Rørvikbekken,NO,NO,,,1997.0,0.011,,,
Røssåga Mikrokraftverk,NO,NO,,,2004.0,0.003,,,
Røstad,NO,NO,,,2010.0,2.8,,,
Røstefoss,NO,NO,,,1913.0,3.0,,,
Røylandsfoss,NO,NO,,,2004.0,1.33,,,
Røyrvatn,NO,NO,,,2006.0,2.7,,,
Røyrvikfoss,NO,NO,,,1965.0,16.6,,,
Råfossen,NO,NO,,,2008.0,0.346,,,
Rånåsfoss,NO,NO,,,1921.0,128.4,,,
Råssåfoss,NO,NO,,,2010.0,4.945,,,
Sagabekken 1,NO,NO,,,2006.0,0.4,,,
Sagabekken 2,NO,NO,,,2009.0,0.325,,,
Sagabekken 3,NO,NO,,,2009.0,0.15,,,
Sagbergfossen,NO,NO,,,1916.0,1.2,,,
Sage,NO,NO,,,2001.0,8.9,,,
Sagefoss,NO,NO,,,1901.0,2.9,,,
Sagefossen,NO,NO,,,1986.0,10.1,,,
Sagelva,NO,NO,,,2006.0,0.63,,,
Sagelva,NO,NO,,,2007.0,0.65,,,
Sagelva,NO,NO,,,2019.0,2.8,,,
Sagelva 1,NO,NO,,,2001.0,0.555,,,
Sagelva 2,NO,NO,,,2002.0,0.435,,,
Sagelvi,NO,NO,,,2012.0,2.3,,,
Sagevikelv,NO,NO,,,2004.0,4.45,,,
Sagfossen,NO,NO,,,1979.0,11.3,,,
Sagfossen,NO,NO,,,2008.0,0.347,,,
Sagfossen,NO,NO,,,1988.0,0.8,,,
Sagnfossen,NO,NO,,,1943.0,6.2,,,
Sajå,NO,NO,,,2001.0,0.112,,,
Sakrisåga,NO,NO,,,2004.0,0.96,,,
Saksenvik,NO,NO,,,2012.0,2.5,,,
Salen Mikrokraftverk,NO,NO,,,2005.0,0.0075,,,
Salsbruket,NO,NO,,,1988.0,1.5,,,
Saltdalelva,NO,NO,,,2012.0,5.0,,,
Saltåno,NO,NO,,,2011.0,0.25,,,
Sama,NO,NO,,,1979.0,7.9,,,
Sand,NO,NO,,,1916.0,3.5,,,
Sandal og Fossheim,NO,NO,,,2004.0,2.7,,,
Sanddal,NO,NO,,,2007.0,2.5,,,
Sandneselva,NO,NO,,,2001.0,0.012,,,
Sandneselva,NO,NO,,,2018.0,2.29,,,
Sandvik,NO,NO,,,2018.0,0.99,,,
Sarp,NO,NO,,,1978.0,80.0,,,
Saupstadfossen,NO,NO,,,1987.0,0.45,,,
Saurdal,NO,NO,,,1985.0,640.0,,,
Savalen,NO,NO,,,1971.0,62.0,,,
Scheldefoss,NO,NO,,,1994.0,1.3999,,,
Seimsdal,NO,NO,,,2011.0,6.5,,,
Sekkelva,NO,NO,,,2015.0,0.74,,,
Selland,NO,NO,,,2006.0,0.02,,,
Selselva,NO,NO,,,2016.0,5.36,,,
Sesselva,NO,NO,,,2016.0,5.0,,,
Seterkraft,NO,NO,,,2014.0,4.74,,,
Seteråa,NO,NO,,,2006.0,1.0,,,
Setredalen,NO,NO,,,2019.0,4.7,,,
Sevre,NO,NO,,,2008.0,4.8,,,
Sigdestad,NO,NO,,,2018.0,8.99,,,
Sikkajokk,NO,NO,,,1950.0,1.9,,,
Sikkilsdalseter,NO,NO,,,1997.0,0.085,,,
Sildhopen,NO,NO,,,2010.0,0.5,,,
Sildvik,NO,NO,,,1982.0,65.0,,,
Simavik,NO,NO,,,2015.0,1.25,,,
Simsfossen,NO,NO,,,1921.0,0.35,,,
Sireåne,NO,NO,,,2004.0,0.08,,,
Sirkelvann,NO,NO,,,1999.0,0.7,,,
Siso,NO,NO,,,1968.0,180.0,,,
Sjona,NO,NO,,,1973.0,52.0,,,
Sjøfossen,NO,NO,,,1950.0,3.6,,,
Sjølingstad Uldvarefabrikk,NO,NO,,,2000.0,0.065,,,
Sjølset,NO,NO,,,2009.0,0.55,,,
Sjønstå,NO,NO,,,1983.0,66.0,,,
Skagen,NO,NO,,,1959.0,270.0,,,
Skakadalen,NO,NO,,,1995.0,0.0,,,
Skar,NO,NO,,,1920.0,2.9,,,
Skarelva,NO,NO,,,2012.0,5.0,,,
Skarg,NO,NO,,,2014.0,24.0,,,
Skarje,NO,NO,,,1987.0,9.0,,,
Skarsfjord,NO,NO,,,1922.0,4.0,,,
Skauma,NO,NO,,,1999.0,0.9,,,
Skibeli,NO,NO,,,2003.0,0.03,,,
Skibotn,NO,NO,,,1979.0,70.0,,,
Skinvik,NO,NO,,,2008.0,1.2,,,
Skipelva,NO,NO,,,2011.0,0.38,,,
Skjefstadfoss I,NO,NO,,,1910.0,4.0,,,
Skjefstadfoss II,NO,NO,,,1972.0,19.8,,,
Skjeggedal,NO,NO,,,1986.0,2.6,,,
Skjelfoss,NO,NO,,,2011.0,0.25,,,
Skjenaldfossen,NO,NO,,,1906.0,5.8,,,
Skjerdal,NO,NO,,,2008.0,5.3,,,
Skjerka,NO,NO,,,1997.0,206.6,,,
Skjomen,NO,NO,,,1973.0,300.0,,,
Skjærdalselva,NO,NO,,,2016.0,0.16,,,
Skjærlivatn,NO,NO,,,1993.0,2.6,,,
Skjæveland,NO,NO,,,2005.0,0.1,,,
Skjåk I,NO,NO,,,1965.0,32.0,,,
Skjåstad,NO,NO,,,2004.0,2.0,,,
Skoddeberg,NO,NO,,,1953.0,6.78,,,
Skogbuåna,NO,NO,,,2002.0,0.86,,,
Skogelva,NO,NO,,,2015.0,0.42,,,
Skogfoss,NO,NO,,,1964.0,48.0,,,
Skogheim,NO,NO,,,1987.0,7.7,,,
Skogkraft,NO,NO,,,2003.0,0.11,,,
Skollenborg,NO,NO,,,1983.0,97.0,,,
Skoltefoss,NO,NO,,,1988.0,0.96,,,
Skolten,NO,NO,,,2002.0,1.3,,,
Skonningsfoss,NO,NO,,,1997.0,2.4,,,
Skorga,NO,NO,,,2019.0,2.9,,,
Skorge,NO,NO,,,1936.0,1.8,,,
Skorovasselva,NO,NO,,,1997.0,0.08,,,
Skotfoss,NO,NO,,,1953.0,24.0,,,
Skotselv,NO,NO,,,1992.0,1.0,,,
Skravlåga,NO,NO,,,2014.0,5.0,,,
Skree,NO,NO,,,1995.0,6.9,,,
Skripelandsfossen,NO,NO,,,2014.0,2.6,,,
Skromma,NO,NO,,,2008.0,2.3,,,
Skråstadbekken,NO,NO,,,1999.0,0.006,,,
Skulafossen,NO,NO,,,1950.0,4.5,,,
Skulbørstadfoss,NO,NO,,,1910.0,0.45,,,
Skyggeelva,NO,NO,,,2010.0,4.76,,,
Skålheim,NO,NO,,,2008.0,1.4,,,
Skår,NO,NO,,,2015.0,1.4,,,
Slagstad,NO,NO,,,2002.0,0.075,,,
Slemmå,NO,NO,,,2019.0,1.8,,,
Slettevann,NO,NO,,,1975.0,0.7,,,
Sleveåne,NO,NO,,,2017.0,5.5,,,
Slind,NO,NO,,,1985.0,20.0,,,
Slunkajavrre,NO,NO,,,1983.0,21.0,,,
Smeland,NO,NO,,,1985.0,24.0,,,
Smørklepp I,NO,NO,,,1982.0,0.36,,,
Smørklepp II,NO,NO,,,1999.0,0.32,,,
Smådøla,NO,NO,,,2008.0,1.4,,,
Smådøla,NO,NO,,,2015.0,13.7,,,
Småvatna,NO,NO,,,1970.0,18.8,,,
Snefjellå,NO,NO,,,2014.0,2.7,,,
Sokna,NO,NO,,,1964.0,25.0,,,
Soks,NO,NO,,,2009.0,0.98,,,
Solbergfoss,NO,NO,,,1924.0,208.0,,,
Solbjørn,NO,NO,,,1956.0,4.2,,,
Solhom,NO,NO,,,1974.0,200.0,,,
Solnør Gård,NO,NO,,,1913.0,0.012,,,
Songa,NO,NO,,,1964.0,120.0,,,
Spetal Verk As,NO,NO,,,1977.0,0.02,,,
Spigerbruksfallet,NO,NO,,,1915.0,0.38,,,
Spilling,NO,NO,,,2008.0,1.25,,,
Stadheim,NO,NO,,,2001.0,4.53,,,
Staffi,NO,NO,,,2000.0,3.8,,,
Stakaldefoss,NO,NO,,,1954.0,10.0,,,
Standal,NO,NO,,,2012.0,5.49,,,
Stedjeåna,NO,NO,,,2007.0,1.2,,,
Stegaros,NO,NO,,,2002.0,2.4,,,
Steinbekken,NO,NO,,,2010.0,0.0072,,,
Steindal (Steindal),NO,NO,,,2019.0,4.2,,,
Steindal (Støylselva),NO,NO,,,2019.0,3.1,,,
Steindøla,NO,NO,,,2009.0,2.6,,,
Steine,NO,NO,,,2006.0,1.9,,,
Steinsfoss,NO,NO,,,1957.0,110.0,,,
Steinsland,NO,NO,,,1981.0,170.0,,,
Steinsvik,NO,NO,,,2009.0,8.2,,,
Steinåga,NO,NO,,,2013.0,5.4,,,
Stend,NO,NO,,,1985.0,0.95,,,
Stifoss,NO,NO,,,1939.0,0.75,,,
Stokkelandsåna,NO,NO,,,2010.0,3.12,,,
Stongfjord,NO,NO,,,1907.0,2.9,,,
Stordal,NO,NO,,,1974.0,26.0,,,
Storebekk,NO,NO,,,2004.0,2.0,,,
Storedalen,NO,NO,,,2002.0,0.75,,,
Storelva,NO,NO,,,1948.0,0.47,,,
