"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Oberems (Borterbach)","CH","CH","nan","","2009.0","0.75","","","0.75"
"Illsee","CH","CH","nan","","1942.0","8.2","","","8.2"
"Illsee","CH","CH","nan","","1955.0","0.0","","","0.0"
"Turtmann","CH","CH","nan","","1954.0","23.9","","","23.9"
"Dala","CH","CH","nan","","2014.0","13.0","","","13.0"
"Chippis-Rhône","CH","CH","nan","","1998.0","47.84","","","47.84"
"Lona","CH","CH","nan","","1961.0","1.05","","","1.05"
"Mottec","CH","CH","nan","","1958.0","71.0","","","71.0"
"Vissoie","CH","CH","nan","","1958.0","50.0","","","50.0"
"Vissoie ""groupe auxiliaire""","CH","CH","nan","","1958.0","0.68","","","0.68"
"Navisence","CH","CH","nan","","2014.0","52.0","","","52.0"
"Croix","CH","CH","nan","","1999.0","66.0","","","66.0"
"Chamarin","CH","CH","nan","","1957.0","1.9","","","1.9"
"Centrale de turb. lac d'Icogne","CH","CH","nan","","2012.0","2.0","","","2.0"
"St-Léonard","CH","CH","nan","","1998.0","36.0","","","36.0"
"Beulet","CH","CH","nan","","1990.0","0.72","","","0.72"
"Sauterot (Hérémence LYSA)","CH","CH","nan","","1977.0","5.1","","","5.1"
"Sauterôt (Hérémence FMdB)","CH","CH","nan","","2012.0","0.6","","","0.6"
"Bramois (Groupes 1 à 4)","CH","CH","nan","","1915.0","25.2","","","25.2"
"Bramois (Groupe 7)","CH","CH","nan","","1953.0","0.43","","","0.43"
"La Dixence","CH","CH","nan","","1950.0","0.0","","","0.0"
"La Zour","CH","CH","nan","","2004.0","0.46","","","0.46"
"Arbaz I  STEP (Comba Energies)","CH","CH","nan","","2010.0","0.59","","","0.59"
"Arbaz II (Sionne Energie)","CH","CH","nan","","2015.0","0.58","","","0.58"
"Rochers","CH","CH","nan","","2001.0","0.33","","","0.33"
"Reserv. de Péteille, Vétroz","CH","CH","nan","","2015.0","0.73","","","0.73"
"Ardon","CH","CH","nan","","1996.0","52.0","","","52.0"
"Balavaud","CH","CH","nan","","1971.0","0.48","","","0.48"
"Grande Dixence","CH","CH","nan","","1961.0","0.0","","","0.0"
"Grande Dixence","CH","CH","nan","","1965.0","0.0","","","0.0"
"Grande Dixence","CH","CH","nan","","1964.0","0.0","","","0.0"
"Grande Dixence","CH","CH","nan","","1963.0","0.0","","","0.0"
"Cleuson-Dixence","CH","CH","nan","","1999.0","1285.0","","","1285.0"
"Grande Dixence","CH","CH","nan","","1957.0","306.0","","","306.0"
"Grande Dixence","CH","CH","nan","","1960.0","392.0","","","392.0"
"2ème Palier Isérables, Riddes","CH","CH","nan","","2016.0","0.65","","","0.65"
"1er Palier Isérables c. Arcay","CH","CH","nan","","2013.0","0.35","","","0.35"
"Les Pontets, Com. de Riddes","CH","CH","nan","","2014.0","0.45","","","0.45"
"Riddes (l'eau potable)","CH","CH","nan","","2009.0","0.31","","","0.31"
"Chanrion","CH","CH","nan","","1964.0","30.0","","","30.0"
"Fionnay (Mauvoisin)","CH","CH","nan","","1992.0","140.0","","","140.0"
"Riddes","CH","CH","nan","","1992.0","258.0","","","258.0"
"Turbinage Jora - Afforêts","CH","CH","nan","","2013.0","0.47","","","0.47"
"Fully les Verdan","CH","CH","nan","","2017.0","2.13","","","2.13"
"Fully Les Garettes","CH","CH","nan","","2017.0","0.87","","","0.87"
"Champsec","CH","CH","nan","","1994.0","8.7","","","8.7"
"STEP Vallée Bagnes","CH","CH","nan","","2007.0","0.4","","","0.4"
"Eaux des torrent de Verbier","CH","CH","nan","","2017.0","2.3","","","2.3"
"Pas-du-Lein","CH","CH","nan","","1998.0","0.47","","","0.47"
"Vollèges-Cries","CH","CH","nan","","2009.0","0.9","","","0.9"
"Hospitalet","CH","CH","nan","","1963.0","1.47","","","1.47"
"La Delise, Bourg-Saint-Pierre","CH","CH","nan","","2016.0","2.0","","","2.0"
"Pallazuit","CH","CH","nan","","1958.0","33.4","","","33.4"
"Niollet 1","CH","CH","nan","","2004.0","0.32","","","0.32"
"Niollet 2","CH","CH","nan","","1996.0","1.2","","","1.2"
"Orsières","CH","CH","nan","","1958.0","26.4","","","26.4"
"Orsières","CH","CH","nan","","1943.0","0.0","","","0.0"
"Sembrancher","CH","CH","nan","","1929.0","11.0","","","11.0"
"Martigny-Bourg","CH","CH","nan","","1945.0","22.0","","","22.0"
"Pont-Neuf","CH","CH","nan","","1981.0","0.93","","","0.93"
"Trient","CH","CH","nan","","1995.0","1.0","","","1.0"
"Châtelard-Barberine","CH","CH","nan","","1977.0","112.0","","","112.0"
"Emosson","CH","CH","nan","","1978.0","260.5","","","260.5"
"Emosson","CH","CH","nan","","1978.0","0.0","","","0.0"
"Emosson","CH","CH","nan","","1978.0","0.0","","","0.0"
"Vernayaz (CFF)","CH","CH","nan","","1990.0","92.0","","","92.0"
"Turbinage Salvan et Vernayaz","CH","CH","nan","","2013.0","0.46","","","0.46"
"Emosson","CH","CH","nan","","1978.0","170.0","","","170.0"
"Vernayaz (Pissevache)","CH","CH","nan","","2016.0","1.7","","","1.7"
"Salanfe","CH","CH","nan","","2012.0","70.0","","","70.0"
"Salanfe","CH","CH","nan","","1965.0","0.0","","","0.0"
"Salanfe","CH","CH","nan","","1963.0","0.0","","","0.0"
"Aboyeu","CH","CH","nan","","1981.0","3.3","","","3.3"
"La Rasse","CH","CH","nan","","1998.0","0.72","","","0.72"
"Lavey","CH","CH","nan","","1990.0","90.0","","","90.0"
"La Peuffeyre","CH","CH","nan","","2004.0","24.0","","","24.0"
"Sublin 1","CH","CH","nan","","1993.0","8.0","","","8.0"
"Sublin 2","CH","CH","nan","","2013.0","2.61","","","2.61"
"Bevieux","CH","CH","nan","","1943.0","1.9","","","1.9"
"Champéry Etrivouez","CH","CH","nan","","1990.0","0.97","","","0.97"
"Torrent de Soi","CH","CH","nan","","2005.0","0.92","","","0.92"
"Monthey (Vièze)","CH","CH","nan","","1999.0","13.6","","","13.6"
"Monthey (Tine)","CH","CH","nan","","1994.0","9.8","","","9.8"
"Monthey (Commune)","CH","CH","nan","","1992.0","0.4","","","0.4"
"Châble II","CH","CH","nan","","2014.0","0.42","","","0.42"
"Diablerets","CH","CH","nan","","1957.0","5.4","","","5.4"
"Pont de la Tine","CH","CH","nan","","1991.0","10.6","","","10.6"
"Pont de la Tine  Coussy-Loudze","CH","CH","nan","","2013.0","0.39","","","0.39"
"La Douve, Aigle","CH","CH","nan","","2000.0","0.46","","","0.46"
"Les Farettes","CH","CH","nan","","1967.0","20.3","","","20.3"
"Micro-centrale de Fontanney","CH","CH","nan","","1997.0","0.33","","","0.33"
"Eaux du torrent du Fossau","CH","CH","nan","","2018.0","2.3","","","2.3"
"Croseau, Saint-Gingolph","CH","CH","nan","","2009.0","0.35","","","0.35"
"Hongrin-Léman","CH","CH","nan","","2016.0","420.0","","","420.0"
"Sonzier","CH","CH","nan","","1971.0","1.65","","","1.65"
"Taulan","CH","CH","nan","","1996.0","1.2","","","1.2"
"Rivaz (Le Forestay)","CH","CH","nan","","2014.0","0.73","","","0.73"
"Plan-Dessous","CH","CH","nan","","2001.0","10.7","","","10.7"
"La Petite Vaux","CH","CH","nan","","2008.0","3.31","","","3.31"
"Seujet","CH","CH","nan","","1994.0","8.7","","","8.7"
"Vessy","CH","CH","nan","","2007.0","0.32","","","0.32"
"Verbois","CH","CH","nan","","1999.0","102.8","","","102.8"
"Chancy-Pougny","CH","CH","nan","","2013.0","54.0","","","54.0"
"Chancy-Pougny Dot. passe pois.","CH","CH","nan","","2013.0","0.48","","","0.48"
"La Rançonnière","CH","CH","nan","","1984.0","1.6","","","1.6"
"Am. de dotation du Châtelot","CH","CH","nan","","2005.0","1.0","","","1.0"
"Le Châtelot","CH","CH","nan","","1953.0","31.6","","","31.6"
"Refrain","CH","CH","nan","","1956.0","12.0","","","12.0"
"La Goule","CH","CH","nan","","1958.0","5.6","","","5.6"
"Ossasco","CH","CH","nan","","2012.0","1.27","","","1.27"
"Sella","CH","CH","nan","","1991.0","1.93","","","1.93"
"Lucendro","CH","CH","nan","","1947.0","60.0","","","60.0"
"Lucendro","CH","CH","nan","","1947.0","0.0","","","0.0"
"Calcaccia","CH","CH","nan","","1988.0","3.6","","","3.6"
"Ritom","CH","CH","nan","","1958.0","44.0","","","44.0"
"Stalvedro (AET)","CH","CH","nan","","1968.0","14.0","","","14.0"
"Tremorgio","CH","CH","nan","","1925.0","10.0","","","10.0"
"Ri di Foch 2 Prato (Leventina)","CH","CH","nan","","2008.0","0.31","","","0.31"
"Ceresa 1","CH","CH","nan","","1950.0","2.0","","","2.0"
"Piumogna, Dalpe","CH","CH","nan","","2000.0","1.0","","","1.0"
"Piottino","CH","CH","nan","","1958.0","72.9","","","72.9"
"Ticinetto","CH","CH","nan","","1998.0","2.9","","","2.9"
"Nuova Biaschina","CH","CH","nan","","1974.0","141.0","","","141.0"
"Luzzone","CH","CH","nan","","1963.0","20.0","","","20.0"
"Olivone","CH","CH","nan","","1962.0","102.0","","","102.0"
"Biasca","CH","CH","nan","","2007.0","324.0","","","324.0"
"Spina (Isola)","CH","CH","nan","","1962.0","20.9","","","20.9"
"Spina (Valbella)","CH","CH","nan","","1963.0","4.2","","","4.2"
"Mesocco (Nan Ros)","CH","CH","nan","","2010.0","0.35","","","0.35"
"Soazza","CH","CH","nan","","1961.0","83.0","","","83.0"
"Lostallo","CH","CH","nan","","1958.0","25.0","","","25.0"
"Tecnicama","CH","CH","nan","","1987.0","0.3","","","0.3"
"Grono","CH","CH","nan","","1965.0","37.5","","","37.5"
"Calancasca","CH","CH","nan","","1951.0","20.8","","","20.8"
"Morobbia","CH","CH","nan","","1970.0","15.5","","","15.5"
"Verzasca (Gordola)","CH","CH","nan","","1965.0","132.5","","","132.5"
"Verzasca (Tenero)","CH","CH","nan","","1972.0","4.25","","","4.25"
"Sambuco-Peccia","CH","CH","nan","","1955.0","54.0","","","54.0"
"Corgello-Peccia","CH","CH","nan","","1991.0","0.98","","","0.98"
"Robiei","CH","CH","nan","","2016.0","192.0","","","192.0"
"Bavona","CH","CH","nan","","1966.0","140.0","","","140.0"
"Kraftwerk Tomè","CH","CH","nan","","2016.0","2.12","","","2.12"
"Cavergno","CH","CH","nan","","1955.0","114.0","","","114.0"
"Verbano 1","CH","CH","nan","","1953.0","119.0","","","119.0"
"Verbano 2","CH","CH","nan","","1973.0","62.0","","","62.0"
"Cerentino","CH","CH","nan","","2004.0","1.38","","","1.38"
"Giumaglio","CH","CH","nan","","1967.0","8.94","","","8.94"
"Galleria Cavergno-Palagnedra","CH","CH","nan","","2018.0","2.85","","","2.85"
"Ponte Brolla","CH","CH","nan","","1958.0","3.1","","","3.1"
"Cassarate - Franscinone","CH","CH","nan","","1991.0","5.0","","","5.0"
"Sigirino (Monteceneri)","CH","CH","nan","","2015.0","0.84","","","0.84"
"Valmara","CH","CH","nan","","1999.0","0.95","","","0.95"
"Gabi","CH","CH","nan","","1986.0","11.33","","","11.33"
"Gondo","CH","CH","nan","","2017.0","61.0","","","61.0"
"Tannuwald","CH","CH","nan","","1979.0","5.2","","","5.2"
"Palü","CH","CH","nan","","2004.0","9.5","","","9.5"
"Palü","CH","CH","nan","","1923.0","0.0","","","0.0"
"Cavaglia","CH","CH","nan","","2016.0","7.0","","","7.0"
"Robbia","CH","CH","nan","","2005.0","27.0","","","27.0"
"Pedecosta","CH","CH","nan","","2010.0","0.51","","","0.51"
"Campocologno 1","CH","CH","nan","","2003.0","50.0","","","50.0"
"Campocologno 2","CH","CH","nan","","1950.0","1.62","","","1.62"
"Lizun","CH","CH","nan","","1961.0","6.6","","","6.6"
"Albignawerk Löbbia","CH","CH","nan","","2004.0","86.0","","","86.0"
"Plancanin","CH","CH","nan","","1991.0","0.5","","","0.5"
"Fornowerk Löbbia","CH","CH","nan","","1960.0","9.0","","","9.0"
"Albignawerk Löbbia","CH","CH","nan","","1967.0","0.0","","","0.0"
"Albignawerk Löbbia","CH","CH","nan","","1963.0","0.0","","","0.0"
"Molino","CH","CH","nan","","2017.0","0.51","","","0.51"
"Castasegna","CH","CH","nan","","1980.0","100.0","","","100.0"
"Silvaplana","CH","CH","nan","","1973.0","1.47","","","1.47"
"Pradella - Dotierzentrale","CH","CH","nan","","2014.0","0.96","","","0.96"
"Islas","CH","CH","nan","","2007.0","4.4","","","4.4"
"Roseg, Samedan","CH","CH","nan","","2003.0","0.31","","","0.31"
"Morteratsch","CH","CH","nan","","2016.0","1.6","","","1.6"
"Champagna 1","CH","CH","nan","","1992.0","0.36","","","0.36"
"Madulain","CH","CH","nan","","1980.0","1.56","","","1.56"
"Susasca","CH","CH","nan","","2015.0","5.86","","","5.86"
"Ouvra Electrica Lavinuoz Lavin","CH","CH","nan","","2014.0","3.07","","","3.07"
"Guarda (Ara)","CH","CH","nan","","1998.0","0.35","","","0.35"
"Tasnan","CH","CH","nan","","2014.0","6.6","","","6.6"
"Tarasp (Ischla)","CH","CH","nan","","2010.0","0.92","","","0.92"
"Clemgia","CH","CH","nan","","2001.0","1.9","","","1.9"
"Chasura","CH","CH","nan","","1994.0","0.3","","","0.3"
"Alp Trida-Laret, Samnaun","CH","CH","nan","","2017.0","0.46","","","0.46"
"Schergenbach","CH","CH","nan","","1970.0","0.96","","","0.96"
"Punt dal Gall-Dotieranlage","CH","CH","nan","","1969.0","2.8","","","2.8"
"Ova Spin","CH","CH","nan","","1970.0","54.0","","","54.0"
"Ova Spin-Dotieranlage","CH","CH","nan","","1969.0","0.47","","","0.47"
"Pradella","CH","CH","nan","","1970.0","300.0","","","300.0"
"Pradella-Martina","CH","CH","nan","","1994.0","84.0","","","84.0"
"Muranzina","CH","CH","nan","","1995.0","2.0","","","2.0"
"Chasseras","CH","CH","nan","","1991.0","1.07","","","1.07"
"Mühleberg","CH","CH","nan","","1972.0","390.0","","","390.0"
"Gösgen","CH","CH","nan","","1979.0","1035.0","","","1035.0"
"Beznau 1","CH","CH","nan","","1969.0","380.0","","","380.0"
"Beznau 2","CH","CH","nan","","1971.0","380.0","","","380.0"
"Leibstadt","CH","CH","nan","","1984.0","1245.0","","","1245.0"
"Aall-Ulefoss","NO","NO","nan","","1948.0","5.7","","","5.7"
"Aaning","NO","NO","nan","","1999.0","0.016","","","0.016"
"Aarskog","NO","NO","nan","","1996.0","0.83","","","0.83"
"Aas","NO","NO","nan","","1908.0","1.0","","","1.0"
"Adamselv","NO","NO","nan","","1973.0","50.0","","","50.0"
"Adamselv II","NO","NO","nan","","2007.0","0.4","","","0.4"
"Aga","NO","NO","nan","","2007.0","0.05","","","0.05"
"Aklestad","NO","NO","nan","","2008.0","0.0115","","","0.0115"
"Akslandselva","NO","NO","nan","","2013.0","1.7","","","1.7"
"Alnes Vannbehandlingsanlegg","NO","NO","nan","","1997.0","0.06","","","0.06"
"Alsaker","NO","NO","nan","","2009.0","1.2","","","1.2"
"Alta","NO","NO","nan","","1987.0","150.0","","","150.0"
"Andåsfossen","NO","NO","nan","","2001.0","2.0","","","2.0"
"Anga","NO","NO","nan","","2019.0","7.8","","","7.8"
"Angvik","NO","NO","nan","","1990.0","1.1","","","1.1"
"Ardalen","NO","NO","nan","","1954.0","2.5","","","2.5"
"Arna","NO","NO","nan","","1934.0","2.2","","","2.2"
"Arneselv","NO","NO","nan","","2004.0","2.4","","","2.4"
"Arstadfossen","NO","NO","nan","","2003.0","1.0","","","1.0"
"Ask Kraft","NO","NO","nan","","2007.0","0.195","","","0.195"
"Askerudfoss","NO","NO","nan","","1946.0","13.2","","","13.2"
"Aspenes","NO","NO","nan","","2005.0","0.055","","","0.055"
"Aunbekken","NO","NO","nan","","2002.0","0.018","","","0.018"
"Aunfoss","NO","NO","nan","","1959.0","29.54","","","29.54"
"Aura","NO","NO","nan","","1955.0","290.0","","","290.0"
"Aurdal","NO","NO","nan","","2002.0","0.02","","","0.02"
"Aurland I","NO","NO","nan","","1973.0","840.0","","","840.0"
"Aurland II H","NO","NO","nan","","1983.0","70.0","","","70.0"
"Aurland II L","NO","NO","nan","","1982.0","60.0","","","60.0"
"Aurland III","NO","NO","nan","","1979.0","270.0","","","270.0"
"Aurland IV (Vangen)","NO","NO","nan","","1980.0","38.0","","","38.0"
"Aurland V (Reppa)","NO","NO","nan","","1984.0","9.0","","","9.0"
"Austdøla","NO","NO","nan","","2004.0","1.3","","","1.3"
"Austvass","NO","NO","nan","","2002.0","0.12","","","0.12"
"Baggfossen","NO","NO","nan","","2015.0","0.132","","","0.132"
"Bagn","NO","NO","nan","","1963.0","75.5","","","75.5"
"Bakkeelva","NO","NO","nan","","2019.0","2.5","","","2.5"
"Bakkefossen","NO","NO","nan","","1994.0","0.0738","","","0.0738"
"Bardufoss","NO","NO","nan","","1953.0","41.5","","","41.5"
"Bedafors","NO","NO","nan","","1985.0","1.0","","","1.0"
"Befring","NO","NO","nan","","2003.0","4.5","","","4.5"
"Begna","NO","NO","nan","","1954.0","5.6","","","5.6"
"Bele","NO","NO","nan","","2013.0","2.9","","","2.9"
"Bele mikrokraftverk","NO","NO","nan","","2007.0","0.082","","","0.082"
"Bentsjord","NO","NO","nan","","2012.0","2.66","","","2.66"
"Berdal","NO","NO","nan","","1996.0","0.2","","","0.2"
"Berdalselva","NO","NO","nan","","2011.0","4.35","","","4.35"
"Bergbekken","NO","NO","nan","","1998.0","0.0014","","","0.0014"
"Berge","NO","NO","nan","","2018.0","7.96","","","7.96"
"Bergelva","NO","NO","nan","","2008.0","0.3","","","0.3"
"Bergerfoss","NO","NO","nan","","1938.0","3.3","","","3.3"
"Bergesli","NO","NO","nan","","2008.0","0.78","","","0.78"
"Bergsbotn","NO","NO","nan","","1985.0","7.9","","","7.9"
"Bergselva","NO","NO","nan","","2013.0","5.4","","","5.4"
"Bergsfjord","NO","NO","nan","","1959.0","1.1","","","1.1"
"Bergstø","NO","NO","nan","","2009.0","2.9","","","2.9"
"Berild","NO","NO","nan","","1999.0","15.9","","","15.9"
"Berlifoss","NO","NO","nan","","1958.0","9.5","","","9.5"
"Bessa Minikraftverk","NO","NO","nan","","1999.0","0.098","","","0.098"
"Bestul","NO","NO","nan","","2015.0","0.71","","","0.71"
"Bingsfoss","NO","NO","nan","","1977.0","32.5","","","32.5"
"Birkedal","NO","NO","nan","","2017.0","0.055","","","0.055"
"Birkås","NO","NO","nan","","2006.0","0.71","","","0.71"
"Biskopstien","NO","NO","nan","","1999.0","0.04","","","0.04"
"Bjelland","NO","NO","nan","","1974.0","55.0","","","55.0"
"Bjelland II","NO","NO","nan","","2011.0","0.71","","","0.71"
"Bjergaelva","NO","NO","nan","","2004.0","0.65","","","0.65"
"Bjerka","NO","NO","nan","","1972.0","20.0","","","20.0"
"Bjordal","NO","NO","nan","","2004.0","0.099","","","0.099"
"Bjordal II","NO","NO","nan","","2009.0","0.14","","","0.14"
"Bjordalen","NO","NO","nan","","1960.0","2.9","","","2.9"
"Bjordøla","NO","NO","nan","","2005.0","0.132","","","0.132"
"Bjoråi","NO","NO","nan","","2005.0","0.028","","","0.028"
"Bjølvo","NO","NO","nan","","2003.0","99.2","","","99.2"
"Bjørdal","NO","NO","nan","","1931.0","4.3","","","4.3"
"Bjørgjo","NO","NO","nan","","2009.0","0.6","","","0.6"
"Bjørgum","NO","NO","nan","","2004.0","5.495","","","5.495"
"Bjørheimsbygd","NO","NO","nan","","2006.0","0.9","","","0.9"
"Bjørkåsen","NO","NO","nan","","1921.0","3.68","","","3.68"
"Bjørndalen","NO","NO","nan","","2006.0","4.95","","","4.95"
"Bjørndalselva","NO","NO","nan","","2006.0","5.3","","","5.3"
"Bjørnebykverna","NO","NO","nan","","2000.0","0.09","","","0.09"
"Bjørnstokk","NO","NO","nan","","2017.0","8.2","","","8.2"
"Bjørsvik","NO","NO","nan","","1952.0","0.495","","","0.495"
"Bjøråa","NO","NO","nan","","1999.0","0.025","","","0.025"
"Bjøråa","NO","NO","nan","","1997.0","0.036","","","0.036"
"Bjåstad","NO","NO","nan","","2018.0","5.19","","","5.19"
"Blikraåna","NO","NO","nan","","2006.0","0.25","","","0.25"
"Blikåsbekken","NO","NO","nan","","2000.0","0.004","","","0.004"
"Blokken","NO","NO","nan","","1917.0","0.12","","","0.12"
"Blådalselva","NO","NO","nan","","2010.0","2.66","","","2.66"
"Blåfalli III H","NO","NO","nan","","1968.0","100.0","","","100.0"
"Blåfalli III L","NO","NO","nan","","1976.0","5.0","","","5.0"
"Blåfalli IV","NO","NO","nan","","1981.0","13.0","","","13.0"
"Blåfalli V","NO","NO","nan","","2002.0","8.1","","","8.1"
"Blåfalli Vik","NO","NO","nan","","2007.0","230.0","","","230.0"
"Blålid","NO","NO","nan","","2007.0","0.565","","","0.565"
"Blåsvagrova","NO","NO","nan","","2005.0","0.017","","","0.017"
"Bog","NO","NO","nan","","2008.0","0.09","","","0.09"
"Boge 1","NO","NO","nan","","2007.0","1.35","","","1.35"
"Boge 2","NO","NO","nan","","2008.0","1.25","","","1.25"
"Bogna","NO","NO","nan","","1971.0","57.0","","","57.0"
"Bordalsbekken","NO","NO","nan","","2012.0","1.9","","","1.9"
"Borgen","NO","NO","nan","","2007.0","0.09","","","0.09"
"Borgund","NO","NO","nan","","1974.0","212.0","","","212.0"
"Borgåna","NO","NO","nan","","2017.0","1.95","","","1.95"
"Borregaard","NO","NO","nan","","1910.0","51.0","","","51.0"
"Botnabakken","NO","NO","nan","","2009.0","0.16","","","0.16"
"Botnaelva","NO","NO","nan","","2005.0","0.4","","","0.4"
"Botnaelva","NO","NO","nan","","2007.0","0.862","","","0.862"
"Brandåa","NO","NO","nan","","2009.0","3.94","","","3.94"
"Braskereidfoss","NO","NO","nan","","1978.0","35.95","","","35.95"
"Bratsberg","NO","NO","nan","","1977.0","124.0","","","124.0"
"Bratthus","NO","NO","nan","","2012.0","0.68","","","0.68"
"Brattingfoss","NO","NO","nan","","1955.0","10.7","","","10.7"
"Brattset","NO","NO","nan","","1982.0","80.0","","","80.0"
"Brattvåg","NO","NO","nan","","1912.0","0.81","","","0.81"
"Breiava","NO","NO","nan","","2006.0","14.8","","","14.8"
"Breidalselva","NO","NO","nan","","2016.0","0.99","","","0.99"
"Breiskallen","NO","NO","nan","","1988.0","1.0","","","1.0"
"Breive","NO","NO","nan","","1981.0","20.0","","","20.0"
"Breivikbotn","NO","NO","nan","","1950.0","0.84","","","0.84"
"Breivold","NO","NO","nan","","2001.0","1.0","","","1.0"
"Brekke","NO","NO","nan","","1987.0","1.5","","","1.5"
"Brekke","NO","NO","nan","","1924.0","8.0","","","8.0"
"Brekkebekken","NO","NO","nan","","2004.0","0.472","","","0.472"
"Brekkefoss","NO","NO","nan","","1957.0","1.6","","","1.6"
"Brekkefossen","NO","NO","nan","","2005.0","3.9","","","3.9"
"Brekkefossen","NO","NO","nan","","2018.0","3.8","","","3.8"
"Brekkestøl","NO","NO","nan","","2000.0","1.44","","","1.44"
"Breksillan","NO","NO","nan","","1997.0","0.033","","","0.033"
"Briksdal","NO","NO","nan","","2007.0","0.56","","","0.56"
"Brokke","NO","NO","nan","","1964.0","330.0","","","330.0"
